Spot_index,x,y
606,1741.5156690206268,1040.672238069629
607,1765.7614277893551,1008.9258316180368
608,1790.007186558084,977.1794251664444
609,1814.2529453268128,945.4330187148518
610,1838.4987040955416,913.6866122632592
611,1862.7444628642704,881.940205811667
612,1886.9902216329992,850.1937993600744
613,1911.235980401728,818.4473929084818
614,1935.4817391704569,786.7009864568898
615,1959.7274979391848,754.9545800052972
616,1983.9732567079143,723.2081735537051
617,2008.2190154766429,691.461767102112
618,2032.464774245372,659.7153606505201
619,2056.7105330141003,627.9689541989279
620,2080.956291782829,596.2225477473348
621,2105.2020505515584,564.4761412957427
622,2129.447809320287,532.7297348441506
623,2153.693568089015,500.9833283925576
624,2177.939326857744,469.23692194096543
625,2202.1850856264728,437.4905154893734
626,2226.4308443952013,405.74410903778033
627,2250.67660316393,373.9977025861882
628,2274.922361932659,342.2512961345961
629,2299.168120701388,310.5048896830031
630,198.9759183946136,3128.510333729341
631,223.22167716334235,3096.7639272777483
632,247.46743593207103,3065.017520826156
633,271.7131947007999,3033.271114374564
634,295.95895346952864,3001.524707922971
635,320.20471223825734,2969.778301471379
636,344.4504710069858,2938.0318950197866
637,368.6962297757145,2906.285488568194
638,392.9419885444433,2874.539082116602
639,417.1877473131722,2842.792675665009
640,441.4335060819009,2811.0462692134165
641,465.6792648506296,2779.2998627618244
642,489.9250236193584,2747.5534563102324
643,514.1707823880872,2715.80704985864
644,538.4165411568158,2684.060643407048
645,562.6622999255445,2652.314236955455
646,586.9080586942733,2620.5678305038623
647,611.1538174630022,2588.82142405227
648,635.3995762317307,2557.0750176006777
649,659.6453350004597,2525.3286111490856
650,683.8910937691883,2493.582204697493
651,708.1368525379172,2461.8357982459006
652,732.3826113066458,2430.0893917943085
653,756.6283700753746,2398.342985342716
654,780.8741288441034,2366.596578891123
655,805.1198876128321,2334.850172439531
656,829.3656463815613,2303.1037659879385
657,853.6114051502901,2271.357359536346
658,877.8571639190187,2239.610953084754
659,902.1029226877477,2207.8645466331614
660,926.3486814564764,2176.118140181569
661,950.5944402252052,2144.3717337299754
662,974.840198993934,2112.625327278384
663,999.0859577626628,2080.8789208267917
664,1023.3317165313916,2049.1325143751988
665,1047.57747530012,2017.3861079236067
666,1071.8232340688487,1985.639701472014
667,1096.0689928375778,1953.8932950204216
668,1120.3147516063063,1922.1468885688296
669,1144.5605103750352,1890.400482117237
670,1168.806269143764,1858.654075665644
671,1193.0520279124928,1826.907669214052
672,1217.2977866812214,1795.1612627624595
673,1241.5435454499502,1763.414856310867
674,1265.7893042186788,1731.6684498592747
675,1290.035062987408,1699.9220434076824
676,1314.2808217561364,1668.17563695609
677,1338.526580524865,1636.4292305044976
678,1362.7723392935936,1604.682824052905
679,1387.018098062323,1572.9364176013123
680,1411.2638568310515,1541.19001114972
681,1435.50961559978,1509.4436046981275
682,1459.755374368509,1477.6971982465352
683,1484.001133137238,1445.950791794943
684,1508.2468919059663,1414.2043853433506
685,1532.4926506746951,1382.457978891758
686,1556.738409443424,1350.7115724401656
687,1580.9841682121526,1318.9651659885735
688,1605.2299269808814,1287.2187595369803
689,1629.4756857496104,1255.472353085388
690,1653.7214445183388,1223.7259466337962
691,1677.9672032870676,1191.9795401822037
692,1702.2129620557964,1160.233133730611
693,1726.4587208245257,1128.4867272790189
694,1750.7044795932538,1096.7403208274263
695,1774.9502383619829,1064.9939143758336
696,1799.1959971307117,1033.247507924241
697,1823.4417558994403,1001.501101472649
698,1847.687514668169,969.7546950210564
699,1871.9332734368977,938.008288569464
700,1896.1790322056263,906.261882117872
701,1920.4247909743556,874.5154756662793
702,1944.670549743084,842.7690692146866
703,1968.9163085118128,811.0226627630944
704,1993.1620672805416,779.276256311502
705,2017.4078260492704,747.5298498599094
706,2041.6535848179992,715.7834434083173
707,2065.899343586728,684.0370369567244
708,2090.1451023554573,652.2906305051323
709,2114.390861124185,620.5442240535401
710,2138.6366198929145,588.797817601947
711,2162.8823786616435,557.051411150355
712,2187.128137430372,525.3050046987628
713,2211.3738961991007,493.5585982471698
714,2235.6196549678293,461.81219179557775
715,2259.8654137365584,430.0657853439856
716,2284.1111725052865,398.3193788923927
717,2308.356931274016,366.5729724408004
718,2332.602690042744,334.82656598920835
719,2356.848448811473,303.0801595376153
720,2381.094207580202,271.33375308602325
721,2405.339966348931,239.58734663443116
722,2429.585725117659,207.8409401828381
723,183.91897019851243,3216.324822938731
724,208.1647289672412,3184.5784164871384
725,232.41048773596995,3152.832010035546
726,256.6562465046987,3121.0856035839533
727,280.90200527342745,3089.339197132361
728,305.1477640421562,3057.5927906807683
729,329.3935228108849,3025.846384229176
730,353.6392815796137,2994.099977777584
731,377.8850403483425,2962.353571325991
732,402.1307991170712,2930.607164874399
733,426.3765578858,2898.860758422806
734,450.6223166545288,2867.1143519712136
735,474.8680754232576,2835.3679455196216
736,499.1138341919862,2803.621539068029
737,523.359592960715,2771.875132616437
738,547.6053517294437,2740.128726164845
739,571.8511104981725,2708.3823197132524
740,596.0968692669011,2676.6359132616603
741,620.3426280356301,2644.889506810068
742,644.5883868043587,2613.143100358475
743,668.8341455730875,2581.396693906883
