bin_id	section_id	cluster
18296560686030	cs12_3	domain_D
18296560686900	cs12_3	domain_D
18296560687500	cs12_3	domain_D
18296560688100	cs12_3	domain_D
18296560688700	cs12_3	domain_C
18296560689540	cs12_3	domain_C
18296560690140	cs12_3	domain_C
18296560690740	cs12_3	domain_C
18425409703110	cs12_3	domain_D
18425409703890	cs12_3	domain_D
18425409704490	cs12_3	domain_D
18425409705090	cs12_3	domain_D
18425409705900	cs12_3	domain_D
18425409706500	cs12_3	domain_D
18425409707100	cs12_3	domain_D
18425409707820	cs12_3	domain_C
18425409708510	cs12_3	domain_C
18425409709110	cs12_3	domain_C
18425409709710	cs12_3	domain_C
18554258722080	cs12_3	domain_D
18554258722890	cs12_3	domain_D
18554258723490	cs12_3	domain_D
18554258724090	cs12_3	domain_D
18554258724870	cs12_3	domain_D
18554258725470	cs12_3	domain_D
18554258726070	cs12_3	domain_D
18554258726730	cs12_3	domain_C
18554258727450	cs12_3	domain_C
18554258728050	cs12_3	domain_C
18683107740420	cs12_3	domain_D
18683107741020	cs12_3	domain_D
18683107741830	cs12_3	domain_D
18683107742430	cs12_3	domain_D
18683107743030	cs12_3	domain_D
18683107743780	cs12_3	domain_D
18683107744380	cs12_3	domain_D
18683107744980	cs12_3	domain_D
18683107745580	cs12_3	domain_C
18683107746300	cs12_3	domain_C
18683107746900	cs12_3	domain_C
18683107747500	cs12_3	domain_C
18811956759840	cs12_3	domain_D
18811956760620	cs12_3	domain_D
18811956761220	cs12_3	domain_D
18811956761820	cs12_3	domain_D
18811956762600	cs12_3	domain_D
18811956763200	cs12_3	domain_D
18811956763800	cs12_3	domain_D
18811956764400	cs12_3	domain_C
18811956765150	cs12_3	domain_C
18811956765750	cs12_3	domain_C
18811956766350	cs12_3	domain_C
18940805778660	cs12_3	domain_D
18940805779440	cs12_3	domain_D
18940805780040	cs12_3	domain_D
18940805780640	cs12_3	domain_D
18940805781390	cs12_3	domain_D
18940805782050	cs12_3	domain_D
18940805782650	cs12_3	domain_D
18940805783250	cs12_3	domain_C
18940805784000	cs12_3	domain_C
18940805784600	cs12_3	domain_C
18940805785200	cs12_3	domain_C
19069654797510	cs12_3	domain_D
19069654798290	cs12_3	domain_D
19069654798890	cs12_3	domain_D
19069654799520	cs12_3	domain_D
19069654800240	cs12_3	domain_D
19069654800960	cs12_3	domain_D
19069654801560	cs12_3	domain_D
19069654802160	cs12_3	domain_C
19069654802880	cs12_3	domain_C
19069654803480	cs12_3	domain_C
19069654804080	cs12_3	domain_C
19198503816390	cs12_3	domain_D
19198503817140	cs12_3	domain_D
19198503817740	cs12_3	domain_D
19198503818400	cs12_3	domain_D
19198503819090	cs12_3	domain_D
19198503819870	cs12_3	domain_D
19198503820470	cs12_3	domain_D
19198503821070	cs12_3	domain_C
19198503821790	cs12_3	domain_C
19198503822390	cs12_3	domain_C
19198503822990	cs12_3	domain_C
19327352835300	cs12_3	domain_D
19327352836050	cs12_3	domain_D
19327352836650	cs12_3	domain_D
19327352837310	cs12_3	domain_D
19327352838000	cs12_3	domain_D
19327352838810	cs12_3	domain_D
19327352839410	cs12_3	domain_D
19327352840010	cs12_3	domain_C
19327352840730	cs12_3	domain_C
19327352841330	cs12_3	domain_C
19327352841930	cs12_3	domain_C
19456201854240	cs12_3	domain_D
19456201854990	cs12_3	domain_D
19456201855680	cs12_3	domain_D
19456201856340	cs12_3	domain_D
19456201857300	cs12_3	domain_D
19456201857900	cs12_3	domain_D
19456201858500	cs12_3	domain_C
19456201859100	cs12_3	domain_C
19456201859790	cs12_3	domain_C
19456201860390	cs12_3	domain_C
19585050872700	cs12_3	domain_D
19585050873300	cs12_3	domain_D
19585050874020	cs12_3	domain_D
19585050874920	cs12_3	domain_D
19585050875610	cs12_3	domain_D
19585050876420	cs12_3	domain_D
19585050877020	cs12_3	domain_D
19585050877620	cs12_3	domain_C
19585050878310	cs12_3	domain_C
19585050878910	cs12_3	domain_C
19585050879510	cs12_3	domain_C
19713899891790	cs12_3	domain_D
19713899892450	cs12_3	domain_D
19713899893170	cs12_3	domain_D
19713899894010	cs12_3	domain_D
19713899894760	cs12_3	domain_D
19713899895540	cs12_3	domain_D
19713899896140	cs12_3	domain_D
19713899896740	cs12_3	domain_C
19713899897460	cs12_3	domain_C
19713899898060	cs12_3	domain_C
19842748910340	cs12_3	domain_D
19842748910940	cs12_3	domain_D
19842748911540	cs12_3	domain_D
19842748912560	cs12_3	domain_D
19842748913160	cs12_3	domain_D
19842748914120	cs12_3	domain_D
19842748914720	cs12_3	domain_D
19842748915320	cs12_3	domain_C
19842748915920	cs12_3	domain_C
19842748916640	cs12_3	domain_C
19842748917240	cs12_3	domain_C
19971597929520	cs12_3	domain_D
19971597930120	cs12_3	domain_D
19971597930870	cs12_3	domain_D
19971597931770	cs12_3	domain_D
19971597932490	cs12_3	domain_D
19971597933180	cs12_3	domain_D
19971597933780	cs12_3	domain_D
19971597934380	cs12_3	domain_C
19971597935070	cs12_3	domain_C
19971597935670	cs12_3	domain_C
19971597936270	cs12_3	domain_C
20100446948550	cs12_3	domain_D
20100446949150	cs12_3	domain_D
20100446949900	cs12_3	domain_D
20100446950800	cs12_3	domain_D
20100446951550	cs12_3	domain_D
20100446952210	cs12_3	domain_D
20100446952810	cs12_3	domain_D
20100446953410	cs12_3	domain_C
20100446954100	cs12_3	domain_C
20100446954700	cs12_3	domain_C
20229295966950	cs12_3	domain_D
20229295967550	cs12_3	domain_D
20229295968150	cs12_3	domain_D
20229295969230	cs12_3	domain_D
20229295969920	cs12_3	domain_D
20229295970520	cs12_3	domain_D
20229295971180	cs12_3	domain_D
20229295971780	cs12_3	domain_C
20229295972380	cs12_3	domain_C
20229295973070	cs12_3	domain_C
20229295973670	cs12_3	domain_C
20358144985920	cs12_3	domain_D
20358144986520	cs12_3	domain_D
20358144987120	cs12_3	domain_D
20358144988260	cs12_3	domain_D
20358144989010	cs12_3	domain_D
20358144989700	cs12_3	domain_D
20358144990300	cs12_3	domain_D
20358144990990	cs12_3	domain_C
