x,y,_index
2040,3510,24867860651850
1440,3510,24867860652450
840,3510,24867860653050
240,3510,24867860653650
6120,3480,24996709666650
5520,3480,24996709667250
4200,3480,24996709668570
3270,3480,24996709669500
2670,3480,24996709670100
2040,3480,24996709670730
1440,3480,24996709671330
840,3480,24996709671930
240,3480,24996709672530
6030,3450,25125558685620
5430,3450,25125558686220
3720,3450,25125558687930
3030,3450,25125558688620
2430,3450,25125558689220
1800,3450,25125558689850
1200,3450,25125558690450
600,3450,25125558691050
6180,3420,25254407704350
5580,3420,25254407704950
3780,3420,25254407706750
3090,3420,25254407707440
2490,3420,25254407708040
1890,3420,25254407708640
1290,3420,25254407709240
690,3420,25254407709840
6150,3390,25383256723260
5550,3390,25383256723860
3540,3390,25383256725870
2940,3390,25383256726470
2340,3390,25383256727070
1740,3390,25383256727670
1140,3390,25383256728270
540,3390,25383256728870
5880,3360,25512105742410
4020,3360,25512105744270
3240,3360,25512105745050
2640,3360,25512105745650
2040,3360,25512105746250
1440,3360,25512105746850
840,3360,25512105747450
240,3360,25512105748050
4020,3330,25640954763150
3270,3330,25640954763900
2670,3330,25640954764500
2070,3330,25640954765100
1470,3330,25640954765700
870,3330,25640954766300
270,3330,25640954766900
3540,3300,25769803782510
2850,3300,25769803783200
2250,3300,25769803783800
1650,3300,25769803784400
1050,3300,25769803785000
450,3300,25769803785600
3750,3270,25898652801180
3150,3270,25898652801780
2550,3270,25898652802380
1950,3270,25898652802980
1350,3270,25898652803580
750,3270,25898652804180
4050,3240,26027501819760
3450,3240,26027501820360
2850,3240,26027501820960
2250,3240,26027501821560
1650,3240,26027501822160
1050,3240,26027501822760
450,3240,26027501823360
3690,3210,26156350839000
3090,3210,26156350839600
2490,3210,26156350840200
1890,3210,26156350840800
1290,3210,26156350841400
690,3210,26156350842000
3870,3180,26285199857700
3270,3180,26285199858300
2670,3180,26285199858900
2070,3180,26285199859500
1470,3180,26285199860100
870,3180,26285199860700
270,3180,26285199861300
3300,3150,26414048877150
2700,3150,26414048877750
2100,3150,26414048878350
1500,3150,26414048878950
900,3150,26414048879550
300,3150,26414048880150
3270,3120,26542897896060
2670,3120,26542897896660
2070,3120,26542897897260
1470,3120,26542897897860
870,3120,26542897898460
270,3120,26542897899060
3240,3090,26671746914970
2640,3090,26671746915570
1920,3090,26671746916290
1320,3090,26671746916890
690,3090,26671746917520
3690,3060,26800595933400
3090,3060,26800595934000
2490,3060,26800595934600
1800,3060,26800595935290
1200,3060,26800595935890
420,3060,26800595936670
3390,3030,26929444952580
2790,3030,26929444953180
2130,3030,26929444953840
1530,3030,26929444954440
930,3030,26929444955040
3750,3000,27058293971100
3150,3000,27058293971700
2550,3000,27058293972300
1860,3000,27058293972990
1260,3000,27058293973590
300,3000,27058293974550
3270,2970,27187142990460
2670,2970,27187142991060
2010,2970,27187142991720
1410,2970,27187142992320
360,2970,27187142993370
3330,2940,27315992009280
2730,2940,27315992009880
2070,2940,27315992010540
1470,2940,27315992011140
420,2940,27315992012190
3390,2910,27444841028100
2790,2910,27444841028700
2100,2910,27444841029390
1500,2910,27444841029990
330,2910,27444841031160
3300,2880,27573690047070
2700,2880,27573690047670
2040,2880,27573690048330
1440,2880,27573690048930
5010,2850,27702539064240
3810,2850,27702539065440
3210,2850,27702539066040
2550,2850,27702539066700
1950,2850,27702539067300
1350,2850,27702539067900
4950,2820,27831388083180
4350,2820,27831388083780
3300,2820,27831388084830
2310,2820,27831388085820
1710,2820,27831388086420
1110,2820,27831388087020
4710,2790,27960237102300
3690,2790,27960237103320
3090,2790,27960237103920
2160,2790,27960237104850
1560,2790,27960237105450
5160,2760,28089086120730
4560,2760,28089086121330
3570,2760,28089086122320
2970,2760,28089086122920
2040,2760,28089086123850
1440,2760,28089086124450
5040,2730,28217935139730
4440,2730,28217935140330
3480,2730,28217935141290
2580,2730,28217935142190
1980,2730,28217935142790
1380,2730,28217935143390
4920,2700,28346784158730
4320,2700,28346784159330
3420,2700,28346784160230
2520,2700,28346784161130
1920,2700,28346784161730
330,2700,28346784163320
4770,2670,28475633177760
4170,2670,28475633178360
3270,2670,28475633179260
2400,2670,28475633180130
1800,2670,28475633180730
5190,2640,28604482196220
4590,2640,28604482196820
3690,2640,28604482197720
3090,2640,28604482198320
2250,2640,28604482199160
1650,2640,28604482199760
5100,2610,28733331215190
4500,2610,28733331215790
3600,2610,28733331216690
3000,2610,28733331217290
2190,2610,28733331218100
1590,2610,28733331218700
5070,2580,28862180234100
4470,2580,28862180234700
3570,2580,28862180235600
2730,2580,28862180236440
2130,2580,28862180237040
1530,2580,28862180237640
5010,2550,28991029253040
4410,2550,28991029253640
3450,2550,28991029254600
2640,2550,28991029255410
2040,2550,28991029256010
390,2550,28991029257660
4950,2520,29119878271980
4200,2520,29119878272730
3360,2520,29119878273570
2520,2520,29119878274410
1920,2520,29119878275010
5370,2490,29248727290440
4770,2490,29248727291040
3990,2490,29248727291820
2700,2490,29248727293110
2100,2490,29248727293710
360,2490,29248727295450
4980,2460,29377576309710
4170,2460,29377576310520
3570,2460,29377576311120
2430,2460,29377576312260
1830,2460,29377576312860
5340,2430,29506425328230
4740,2430,29506425328830
3870,2430,29506425329700
2880,2430,29506425330690
2280,2430,29506425331290
1680,2430,29506425331890
5100,2400,29635274347350
4200,2400,29635274348250
3600,2400,29635274348850
2730,2400,29635274349720
2130,2400,29635274350320
300,2400,29635274352150
4890,2370,29764123366440
3990,2370,29764123367340
3390,2370,29764123367940
2580,2370,29764123368750
1980,2370,29764123369350
5370,2340,29892972384840
4770,2340,29892972385440
3810,2340,29892972386400
3210,2340,29892972387000
2520,2340,29892972387690
1920,2340,29892972388290
5280,2310,30021821403810
4290,2310,30021821404800
3690,2310,30021821405400
3090,2310,30021821406000
2490,2310,30021821406600
1890,2310,30021821407200
5220,2280,30150670422750
4230,2280,30150670423740
3630,2280,30150670424340
3030,2280,30150670424940
2430,2280,30150670425540
1830,2280,30150670426140
5100,2250,30279519441750
4110,2250,30279519442740
3510,2250,30279519443340
2910,2250,30279519443940
2310,2250,30279519444540
1710,2250,30279519445140
5010,2220,30408368460720
4050,2220,30408368461680
3450,2220,30408368462280
2850,2220,30408368462880
2250,2220,30408368463480
1650,2220,30408368464080
4950,2190,30537217479660
3990,2190,30537217480620
3390,2190,30537217481220
2790,2190,30537217481820
2190,2190,30537217482420
450,2190,30537217484160
4890,2160,30666066498600
3990,2160,30666066499500
3390,2160,30666066500100
2790,2160,30666066500700
2190,2160,30666066501300
450,2160,30666066503040
4890,2130,30794915517480
4020,2130,30794915518350
3420,2130,30794915518950
2820,2130,30794915519550
2220,2130,30794915520150
5430,2100,30923764535820
4830,2100,30923764536420
4200,2100,30923764537050
3600,2100,30923764537650
3000,2100,30923764538250
2400,2100,30923764538850
1800,2100,30923764539450
5040,2070,31052613555090
4440,2070,31052613555690
3840,2070,31052613556290
3240,2070,31052613556890
2640,2070,31052613557490
2040,2070,31052613558090
5160,2040,31181462573850
4560,2040,31181462574450
3960,2040,31181462575050
3360,2040,31181462575650
2760,2040,31181462576250
2160,2040,31181462576850
5220,2010,31310311592670
4620,2010,31310311593270
4020,2010,31310311593870
3420,2010,31310311594470
2820,2010,31310311595070
2220,2010,31310311595670
5280,1980,31439160611490
4680,1980,31439160612090
4080,1980,31439160612690
3480,1980,31439160613290
2880,1980,31439160613890
2280,1980,31439160614490
5310,1950,31568009630340
4710,1950,31568009630940
4110,1950,31568009631540
3510,1950,31568009632140
2910,1950,31568009632740
2310,1950,31568009633340
5280,1920,31696858649250
4680,1920,31696858649850
4080,1920,31696858650450
3480,1920,31696858651050
2880,1920,31696858651650
2280,1920,31696858652250
5190,1890,31825707668220
4590,1890,31825707668820
3990,1890,31825707669420
3390,1890,31825707670020
